code,vulnerable,vulnerability,vulnerable_line,patched_line,vulnerable_code,patched_code,file_name
"       unsigned j;
       memcpy (ap, eval_line, sizeof (eval_line) - 1);
       ap += sizeof (eval_line) - 1;
       for (j = 1; j <= 2 * line_len / (MAX_ARG_STRLEN - 2); j++)
         ap += sprintf (ap, ""\\$\\{%u\\}"", j);
",1,unused,3330,unused,"       unsigned j;
       memcpy (ap, eval_line, sizeof (eval_line) - 1);
       ap += sizeof (eval_line) - 1;
       for (j = 1; j <= 2 * line_len / (MAX_ARG_STRLEN - 2); j++)
         ap += sprintf (ap, ""\\$\\{%u\\}"", j);
",unused,makepatchxen-job.c
"               )
              tmpdir = DEFAULT_TMPDIR;

            template = alloca (strlen (tmpdir) + CSTRLEN (DEFAULT_TMPFILE) + 2);
            strcpy (template, tmpdir);
",1,unused,1770,unused,"               )
              tmpdir = DEFAULT_TMPDIR;

            template = alloca (strlen (tmpdir) + CSTRLEN (DEFAULT_TMPFILE) + 2);
            strcpy (template, tmpdir);
",unused,makepatchxen-main.c
"              strcat (template, ""/"");
#else
# ifndef VMS
            if (template[strlen (template) - 1] != '/')
              strcat (template, ""/"");
",1,unused,1778,unused,"              strcat (template, ""/"");
#else
# ifndef VMS
            if (template[strlen (template) - 1] != '/')
              strcat (template, ""/"");
",unused,makepatchxen-main.c
"              strcat (template, ""/"");
# endif /* !VMS */
#endif /* !HAVE_DOS_PATHS */

            strcat (template, DEFAULT_TMPFILE);
",1,unused,1782,unused,"              strcat (template, ""/"");
# endif /* !VMS */
#endif /* !HAVE_DOS_PATHS */

            strcat (template, DEFAULT_TMPFILE);
",unused,makepatchxen-main.c
"
      p = value = alloca (len);
      for (i = 0; i < eval_strings->idx; ++i)
        {
          strcpy (p, ""--eval="");
",1,unused,1888,unused,"
      p = value = alloca (len);
      for (i = 0; i < eval_strings->idx; ++i)
        {
          strcpy (p, ""--eval="");
",unused,makepatchxen-main.c
"      jobserver_fds = xmalloc (MAX_PATH + 1);
      strcpy (jobserver_fds, get_jobserver_semaphore_name ());
#else
      jobserver_fds = xmalloc ((INTSTR_LENGTH * 2) + 2);
      sprintf (jobserver_fds, ""%d,%d"", job_fds[0], job_fds[1]);
",1,unused,2044,unused,"      jobserver_fds = xmalloc (MAX_PATH + 1);
      strcpy (jobserver_fds, get_jobserver_semaphore_name ());
#else
      jobserver_fds = xmalloc ((INTSTR_LENGTH * 2) + 2);
      sprintf (jobserver_fds, ""%d,%d"", job_fds[0], job_fds[1]);
",unused,makepatchxen-main.c
"              {
                if (strneq (*p, MAKELEVEL_NAME ""="", MAKELEVEL_LENGTH+1))
                  {
                    *p = alloca (40);
                    sprintf (*p, ""%s=%u"", MAKELEVEL_NAME, makelevel);
",1,unused,2362,unused,"              {
                if (strneq (*p, MAKELEVEL_NAME ""="", MAKELEVEL_LENGTH+1))
                  {
                    *p = alloca (40);
                    sprintf (*p, ""%s=%u"", MAKELEVEL_NAME, makelevel);
",unused,makepatchxen-main.c
"                  }
                else if (strneq (*p, ""MAKE_RESTARTS="", CSTRLEN (""MAKE_RESTARTS="")))
                  {
                    *p = alloca (40);
                    sprintf (*p, ""MAKE_RESTARTS=%s%u"",
",1,unused,2367,unused,"                  }
                else if (strneq (*p, ""MAKE_RESTARTS="", CSTRLEN (""MAKE_RESTARTS="")))
                  {
                    *p = alloca (40);
                    sprintf (*p, ""MAKE_RESTARTS=%s%u"",
",unused,makepatchxen-main.c
"          /* If we didn't set the restarts variable yet, add it.  */
          if (restarts)
            {
              char *b = alloca (40);
              sprintf (b, ""MAKE_RESTARTS=%s%u"",
",1,unused,2390,unused,"          /* If we didn't set the restarts variable yet, add it.  */
          if (restarts)
            {
              char *b = alloca (40);
              sprintf (b, ""MAKE_RESTARTS=%s%u"",
",unused,makepatchxen-main.c
"                ADD_FLAG ("""", 0); /* Optional value omitted; see below.  */
              else
                {
                  char *buf = alloca (30);
                  sprintf (buf, ""%u"", *(unsigned int *) cs->value_ptr);
",1,unused,3096,unused,"                ADD_FLAG ("""", 0); /* Optional value omitted; see below.  */
              else
                {
                  char *buf = alloca (30);
                  sprintf (buf, ""%u"", *(unsigned int *) cs->value_ptr);
",unused,makepatchxen-main.c
"                ADD_FLAG ("""", 0); /* Optional value omitted; see below.  */
              else
                {
                  char *buf = alloca (100);
                  sprintf (buf, ""%g"", *(double *) cs->value_ptr);
",1,unused,3117,unused,"                ADD_FLAG ("""", 0); /* Optional value omitted; see below.  */
              else
                {
                  char *buf = alloca (100);
                  sprintf (buf, ""%g"", *(double *) cs->value_ptr);
",unused,makepatchxen-main.c
"      else
        {
          /* Long options require a double-dash.  */
          *p++ = '-';
          strcpy (p, flags->cs->long_name);
",1,unused,3185,unused,"      else
        {
          /* Long options require a double-dash.  */
          *p++ = '-';
          strcpy (p, flags->cs->long_name);
",unused,makepatchxen-main.c
"      /* Write a reference to $(MAKEOVERRIDES), which contains all the
         command-line variable definitions.  Separate the variables from the
         switches with a ""--"" arg.  */

      strcpy (p, "" -- "");
",1,unused,3228,unused,"      /* Write a reference to $(MAKEOVERRIDES), which contains all the
         command-line variable definitions.  Separate the variables from the
         switches with a ""--"" arg.  */

      strcpy (p, "" -- "");
",unused,makepatchxen-main.c
"    }

  if (makelevel == 0)
    if (starting_directory == 0)
      sprintf (p, fmt , program);
",1,unused,141,unused,"    }

  if (makelevel == 0)
    if (starting_directory == 0)
      sprintf (p, fmt , program);
",unused,makepatchxen-output.c
"  if (makelevel == 0)
    if (starting_directory == 0)
      sprintf (p, fmt , program);
    else
      sprintf (p, fmt, program, starting_directory);
",1,unused,143,unused,"  if (makelevel == 0)
    if (starting_directory == 0)
      sprintf (p, fmt , program);
    else
      sprintf (p, fmt, program, starting_directory);
",unused,makepatchxen-output.c
"      sprintf (p, fmt , program);
    else
      sprintf (p, fmt, program, starting_directory);
  else if (starting_directory == 0)
    sprintf (p, fmt, program, makelevel);
",1,unused,145,unused,"      sprintf (p, fmt , program);
    else
      sprintf (p, fmt, program, starting_directory);
  else if (starting_directory == 0)
    sprintf (p, fmt, program, makelevel);
",unused,makepatchxen-output.c
"      sprintf (p, fmt, program, starting_directory);
  else if (starting_directory == 0)
    sprintf (p, fmt, program, makelevel);
  else
    sprintf (p, fmt, program, makelevel, starting_directory);
",1,unused,147,unused,"      sprintf (p, fmt, program, starting_directory);
  else if (starting_directory == 0)
    sprintf (p, fmt, program, makelevel);
  else
    sprintf (p, fmt, program, makelevel, starting_directory);
",unused,makepatchxen-output.c
"#else
# define TEMPLATE_LEN   L_tmpnam
#endif
  *name = xmalloc (TEMPLATE_LEN + 1);
  strcpy (*name, template);
",1,unused,427,unused,"#else
# define TEMPLATE_LEN   L_tmpnam
#endif
  *name = xmalloc (TEMPLATE_LEN + 1);
  strcpy (*name, template);
",unused,makepatchxen-output.c
"
  if (prefix)
    {
      if (makelevel == 0)
        sprintf (p, ""%s: "", program);
",1,unused,624,unused,"
  if (prefix)
    {
      if (makelevel == 0)
        sprintf (p, ""%s: "", program);
",unused,makepatchxen-output.c
"    {
      if (makelevel == 0)
        sprintf (p, ""%s: "", program);
      else
        sprintf (p, ""%s[%u]: "", program, makelevel);
",1,unused,626,unused,"    {
      if (makelevel == 0)
        sprintf (p, ""%s: "", program);
      else
        sprintf (p, ""%s[%u]: "", program, makelevel);
",unused,makepatchxen-output.c
"  va_start (args, fmt);
  vsprintf (p, fmt, args);
  va_end (args);

  strcat (p, ""\n"");
",1,unused,634,unused,"  va_start (args, fmt);
  vsprintf (p, fmt, args);
  va_end (args);

  strcat (p, ""\n"");
",unused,makepatchxen-output.c
"          + INTSTR_LENGTH + 4 + 1 + 1);
  p = get_buffer (len);

  if (flocp && flocp->filenm)
    sprintf (p, ""%s:%lu: "", flocp->filenm, flocp->lineno);
",1,unused,654,unused,"          + INTSTR_LENGTH + 4 + 1 + 1);
  p = get_buffer (len);

  if (flocp && flocp->filenm)
    sprintf (p, ""%s:%lu: "", flocp->filenm, flocp->lineno);
",unused,makepatchxen-output.c
"
  if (flocp && flocp->filenm)
    sprintf (p, ""%s:%lu: "", flocp->filenm, flocp->lineno);
  else if (makelevel == 0)
    sprintf (p, ""%s: "", program);
",1,unused,656,unused,"
  if (flocp && flocp->filenm)
    sprintf (p, ""%s:%lu: "", flocp->filenm, flocp->lineno);
  else if (makelevel == 0)
    sprintf (p, ""%s: "", program);
",unused,makepatchxen-output.c
"    sprintf (p, ""%s:%lu: "", flocp->filenm, flocp->lineno);
  else if (makelevel == 0)
    sprintf (p, ""%s: "", program);
  else
    sprintf (p, ""%s[%u]: "", program, makelevel);
",1,unused,658,unused,"    sprintf (p, ""%s:%lu: "", flocp->filenm, flocp->lineno);
  else if (makelevel == 0)
    sprintf (p, ""%s: "", program);
  else
    sprintf (p, ""%s[%u]: "", program, makelevel);
",unused,makepatchxen-output.c
"  va_start (args, fmt);
  vsprintf (p, fmt, args);
  va_end (args);

  strcat (p, ""\n"");
",1,unused,665,unused,"  va_start (args, fmt);
  vsprintf (p, fmt, args);
  va_end (args);

  strcat (p, ""\n"");
",unused,makepatchxen-output.c
"          + INTSTR_LENGTH + 8 + strlen (stop) + 1);
  p = get_buffer (len);

  if (flocp && flocp->filenm)
    sprintf (p, ""%s:%lu: *** "", flocp->filenm, flocp->lineno);
",1,unused,686,unused,"          + INTSTR_LENGTH + 8 + strlen (stop) + 1);
  p = get_buffer (len);

  if (flocp && flocp->filenm)
    sprintf (p, ""%s:%lu: *** "", flocp->filenm, flocp->lineno);
",unused,makepatchxen-output.c
"
  if (flocp && flocp->filenm)
    sprintf (p, ""%s:%lu: *** "", flocp->filenm, flocp->lineno);
  else if (makelevel == 0)
    sprintf (p, ""%s: *** "", program);
",1,unused,688,unused,"
  if (flocp && flocp->filenm)
    sprintf (p, ""%s:%lu: *** "", flocp->filenm, flocp->lineno);
  else if (makelevel == 0)
    sprintf (p, ""%s: *** "", program);
",unused,makepatchxen-output.c
"    sprintf (p, ""%s:%lu: *** "", flocp->filenm, flocp->lineno);
  else if (makelevel == 0)
    sprintf (p, ""%s: *** "", program);
  else
    sprintf (p, ""%s[%u]: *** "", program, makelevel);
",1,unused,690,unused,"    sprintf (p, ""%s:%lu: *** "", flocp->filenm, flocp->lineno);
  else if (makelevel == 0)
    sprintf (p, ""%s: *** "", program);
  else
    sprintf (p, ""%s[%u]: *** "", program, makelevel);
",unused,makepatchxen-output.c
"  va_start (args, fmt);
  vsprintf (p, fmt, args);
  va_end (args);

  strcat (p, stop);
",1,unused,697,unused,"  va_start (args, fmt);
  vsprintf (p, fmt, args);
  va_end (args);

  strcat (p, stop);
",unused,makepatchxen-output.c
"          free (collapsed);
          /* Don't need xrealloc: we don't need to preserve the content.  */
          collapsed = xmalloc (collapsed_length);
        }
      strcpy (collapsed, line);
",1,unused,715,unused,"          free (collapsed);
          /* Don't need xrealloc: we don't need to preserve the content.  */
          collapsed = xmalloc (collapsed_length);
        }
      strcpy (collapsed, line);
",unused,makepatchxen-read.c
"                    / 1e9));
              char from_now_string[100];

              if (from_now >= 99 && from_now <= ULONG_MAX)
                sprintf (from_now_string, ""%lu"", (unsigned long) from_now);
",1,unused,1413,unused,"                    / 1e9));
              char from_now_string[100];

              if (from_now >= 99 && from_now <= ULONG_MAX)
                sprintf (from_now_string, ""%lu"", (unsigned long) from_now);
",unused,makepatchxen-remake.c
"
              if (from_now >= 99 && from_now <= ULONG_MAX)
                sprintf (from_now_string, ""%lu"", (unsigned long) from_now);
              else
                sprintf (from_now_string, ""%.2g"", from_now);
",1,unused,1415,unused,"
              if (from_now >= 99 && from_now <= ULONG_MAX)
                sprintf (from_now_string, ""%lu"", (unsigned long) from_now);
              else
                sprintf (from_now_string, ""%.2g"", from_now);
",unused,makepatchxen-remake.c
"         Note that we have already successfully dereferenced all the links
         above.  So, if we run into any error trying to lstat(), or
         readlink(), or whatever, something bizarre-o happened.  Just give up
         and use whatever mtime we've already computed at that point.  */
      strcpy (lpath, name);
",1,unused,1492,unused,"         Note that we have already successfully dereferenced all the links
         above.  So, if we run into any error trying to lstat(), or
         readlink(), or whatever, something bizarre-o happened.  Just give up
         and use whatever mtime we've already computed at that point.  */
      strcpy (lpath, name);
",unused,makepatchxen-remake.c
"          /* If the target is fully-qualified or the source is just a
             filename, then the new path is the target.  Otherwise it's the
             source directory plus the target.  */
          if (lbuf[0] == '/' || (p = strrchr (lpath, '/')) == NULL)
            strcpy (lpath, lbuf);
",1,unused,1533,unused,"          /* If the target is fully-qualified or the source is just a
             filename, then the new path is the target.  Otherwise it's the
             source directory plus the target.  */
          if (lbuf[0] == '/' || (p = strrchr (lpath, '/')) == NULL)
            strcpy (lpath, lbuf);
",unused,makepatchxen-remake.c
"            /* Eh?  Path too long!  Again, just go with what we have.  */
            break;
          else
            /* Create the next step in the symlink chain.  */
            strcpy (p+1, lbuf);
",1,unused,1539,unused,"            /* Eh?  Path too long!  Again, just go with what we have.  */
            break;
          else
            /* Create the next step in the symlink chain.  */
            strcpy (p+1, lbuf);
",unused,makepatchxen-remake.c
"        unsigned int vpath_index = ~((unsigned int)0) - std_dirs;

        for (dp = dirs; *dp != 0; ++dp)
          {
            sprintf (buf, ""%s/%s"", *dp, libbuf);
",1,unused,1701,unused,"        unsigned int vpath_index = ~((unsigned int)0) - std_dirs;

        for (dp = dirs; *dp != 0; ++dp)
          {
            sprintf (buf, ""%s/%s"", *dp, libbuf);
",unused,makepatchxen-remake.c
"  time_t t = FILE_TIMESTAMP_S (ts);
  struct tm *tm = localtime (&t);

  if (tm)
    sprintf (p, ""%04d-%02d-%02d %02d:%02d:%02d"",
",1,unused,880,unused,"  time_t t = FILE_TIMESTAMP_S (ts);
  struct tm *tm = localtime (&t);

  if (tm)
    sprintf (p, ""%04d-%02d-%02d %02d:%02d:%02d"",
",unused,makesources4.1-file.c
"    sprintf (p, ""%04d-%02d-%02d %02d:%02d:%02d"",
             tm->tm_year + 1900, tm->tm_mon + 1, tm->tm_mday,
             tm->tm_hour, tm->tm_min, tm->tm_sec);
  else if (t < 0)
    sprintf (p, ""%ld"", (long) t);
",1,unused,884,unused,"    sprintf (p, ""%04d-%02d-%02d %02d:%02d:%02d"",
             tm->tm_year + 1900, tm->tm_mon + 1, tm->tm_mday,
             tm->tm_hour, tm->tm_min, tm->tm_sec);
  else if (t < 0)
    sprintf (p, ""%ld"", (long) t);
",unused,makesources4.1-file.c
"             tm->tm_hour, tm->tm_min, tm->tm_sec);
  else if (t < 0)
    sprintf (p, ""%ld"", (long) t);
  else
    sprintf (p, ""%lu"", (unsigned long) t);
",1,unused,886,unused,"             tm->tm_hour, tm->tm_min, tm->tm_sec);
  else if (t < 0)
    sprintf (p, ""%ld"", (long) t);
  else
    sprintf (p, ""%lu"", (unsigned long) t);
",unused,makesources4.1-file.c
"  /* Append nanoseconds as a fraction, but remove trailing zeros.  We don't
     know the actual timestamp resolution, since clock_getres applies only to
     local times, whereas this timestamp might come from a remote filesystem.
     So removing trailing zeros is the best guess that we can do.  */
  sprintf (p, "".%09d"", FILE_TIMESTAMP_NS (ts));
",1,unused,893,unused,"  /* Append nanoseconds as a fraction, but remove trailing zeros.  We don't
     know the actual timestamp resolution, since clock_getres applies only to
     local times, whereas this timestamp might come from a remote filesystem.
     So removing trailing zeros is the best guess that we can do.  */
  sprintf (p, "".%09d"", FILE_TIMESTAMP_NS (ts));
",unused,makesources4.1-file.c
"
  while (find_next_token (&word_iterator, NULL) != 0)
    ++i;

  sprintf (buf, ""%d"", i);
",1,unused,734,unused,"
  while (find_next_token (&word_iterator, NULL) != 0)
    ++i;

  sprintf (buf, ""%d"", i);
",unused,makesources4.1-function.c
"  p = msg = alloca (len + 1);

  for (argvp=argv; argvp[1] != 0; ++argvp)
    {
      strcpy (p, *argvp);
",1,unused,1113,unused,"  p = msg = alloca (len + 1);

  for (argvp=argv; argvp[1] != 0; ++argvp)
    {
      strcpy (p, *argvp);
",unused,makesources4.1-function.c
"      p += strlen (*argvp);
      *(p++) = ',';
      *(p++) = ' ';
    }
  strcpy (p, *argvp);
",1,unused,1118,unused,"      p += strlen (*argvp);
      *(p++) = ',';
      *(p++) = ' ';
    }
  strcpy (p, *argvp);
",unused,makesources4.1-function.c
"  /* For error messages.  */
  if (reading_file && reading_file->filenm)
    {
      char *p = alloca (strlen (reading_file->filenm)+11+4);
      sprintf (p, ""%s:%lu: "", reading_file->filenm, reading_file->lineno);
",1,unused,1712,unused,"  /* For error messages.  */
  if (reading_file && reading_file->filenm)
    {
      char *p = alloca (strlen (reading_file->filenm)+11+4);
      sprintf (p, ""%s:%lu: "", reading_file->filenm, reading_file->lineno);
",unused,makesources4.1-function.c
"      /* It is unlikely we would make it until here but just to make sure. */
      if (!starting_directory)
        return NULL;

      strcpy (apath, starting_directory);
",1,unused,2024,unused,"      /* It is unlikely we would make it until here but just to make sure. */
      if (!starting_directory)
        return NULL;

      strcpy (apath, starting_directory);
",unused,makesources4.1-function.c
"  for (i=0; *argv; ++i, ++argv)
    {
      char num[11];

      sprintf (num, ""%d"", i);
",1,unused,2543,unused,"  for (i=0; *argv; ++i, ++argv)
    {
      char num[11];

      sprintf (num, ""%d"", i);
",unused,makesources4.1-function.c
"  for (; i < max_args; ++i)
    {
      char num[11];

      sprintf (num, ""%d"", i);
",1,unused,2556,unused,"  for (; i < max_args; ++i)
    {
      char num[11];

      sprintf (num, ""%d"", i);
",unused,makesources4.1-function.c
"              if (! dep->need_2nd_expansion)
                {
                  p = strchr (nptr, '%');
                  if (p == 0)
                    strcpy (depname, nptr);
",1,unused,535,unused,"              if (! dep->need_2nd_expansion)
                {
                  p = strchr (nptr, '%');
                  if (p == 0)
                    strcpy (depname, nptr);
",unused,makesources4.1-implicit.c
"                      memcpy (o, nptr, p - nptr);
                      o += p - nptr;
                      memcpy (o, stem_str, stemlen);
                      o += stemlen;
                      strcpy (o, p + 1);
",1,unused,548,unused,"                      memcpy (o, nptr, p - nptr);
                      o += p - nptr;
                      memcpy (o, stem_str, stemlen);
                      o += stemlen;
                      strcpy (o, p + 1);
",unused,makesources4.1-implicit.c
"  /* %Id is only needed for 64-builds, which were not supported by
      older versions of Windows compilers.  */
  sprintf (pidstring, ""%Id"", pid);
#else
  sprintf (pidstring, ""%lu"", (unsigned long) pid);
",1,unused,199,unused,"  /* %Id is only needed for 64-builds, which were not supported by
      older versions of Windows compilers.  */
  sprintf (pidstring, ""%Id"", pid);
#else
  sprintf (pidstring, ""%lu"", (unsigned long) pid);
",unused,makesources4.1-job.c
"    nm = _(""<builtin>"");
  else
    {
      char *a = alloca (strlen (flocp->filenm) + 1 + 11 + 1);
      sprintf (a, ""%s:%lu"", flocp->filenm, flocp->lineno);
",1,unused,496,unused,"    nm = _(""<builtin>"");
  else
    {
      char *a = alloca (strlen (flocp->filenm) + 1 + 11 + 1);
      sprintf (a, ""%s:%lu"", flocp->filenm, flocp->lineno);
",unused,makesources4.1-job.c
"        nm = _(""<builtin>"");
      else
        {
          char *n = alloca (strlen (cmds->fileinfo.filenm) + 1 + 11 + 1);
          sprintf (n, ""%s:%lu"", cmds->fileinfo.filenm, cmds->fileinfo.lineno);
",1,unused,2050,unused,"        nm = _(""<builtin>"");
      else
        {
          char *n = alloca (strlen (cmds->fileinfo.filenm) + 1 + 11 + 1);
          sprintf (n, ""%s:%lu"", cmds->fileinfo.filenm, cmds->fileinfo.lineno);
",unused,makesources4.1-job.c
"      else
        ++fp;
      while (isalnum (*fp) || *fp == '_')
        *(p++) = *(fp++);
      strcpy (p, SYMBOL_EXTENSION);
",1,unused,201,unused,"      else
        ++fp;
      while (isalnum (*fp) || *fp == '_')
        *(p++) = *(fp++);
      strcpy (p, SYMBOL_EXTENSION);
",unused,makesources4.1-load.c
"               )
              tmpdir = DEFAULT_TMPDIR;

            template = alloca (strlen (tmpdir) + CSTRLEN (DEFAULT_TMPFILE) + 2);
            strcpy (template, tmpdir);
",1,unused,1765,unused,"               )
              tmpdir = DEFAULT_TMPDIR;

            template = alloca (strlen (tmpdir) + CSTRLEN (DEFAULT_TMPFILE) + 2);
            strcpy (template, tmpdir);
",unused,makesources4.1-main.c
"              strcat (template, ""/"");
#else
# ifndef VMS
            if (template[strlen (template) - 1] != '/')
              strcat (template, ""/"");
",1,unused,1773,unused,"              strcat (template, ""/"");
#else
# ifndef VMS
            if (template[strlen (template) - 1] != '/')
              strcat (template, ""/"");
",unused,makesources4.1-main.c
"              strcat (template, ""/"");
# endif /* !VMS */
#endif /* !HAVE_DOS_PATHS */

            strcat (template, DEFAULT_TMPFILE);
",1,unused,1777,unused,"              strcat (template, ""/"");
# endif /* !VMS */
#endif /* !HAVE_DOS_PATHS */

            strcat (template, DEFAULT_TMPFILE);
",unused,makesources4.1-main.c
"
      p = value = alloca (len);
      for (i = 0; i < eval_strings->idx; ++i)
        {
          strcpy (p, ""--eval="");
",1,unused,1883,unused,"
      p = value = alloca (len);
      for (i = 0; i < eval_strings->idx; ++i)
        {
          strcpy (p, ""--eval="");
",unused,makesources4.1-main.c
"      jobserver_fds = xmalloc (MAX_PATH + 1);
      strcpy (jobserver_fds, get_jobserver_semaphore_name ());
#else
      jobserver_fds = xmalloc ((INTSTR_LENGTH * 2) + 2);
      sprintf (jobserver_fds, ""%d,%d"", job_fds[0], job_fds[1]);
",1,unused,2039,unused,"      jobserver_fds = xmalloc (MAX_PATH + 1);
      strcpy (jobserver_fds, get_jobserver_semaphore_name ());
#else
      jobserver_fds = xmalloc ((INTSTR_LENGTH * 2) + 2);
      sprintf (jobserver_fds, ""%d,%d"", job_fds[0], job_fds[1]);
",unused,makesources4.1-main.c
"              {
                if (strneq (*p, MAKELEVEL_NAME ""="", MAKELEVEL_LENGTH+1))
                  {
                    *p = alloca (40);
                    sprintf (*p, ""%s=%u"", MAKELEVEL_NAME, makelevel);
",1,unused,2357,unused,"              {
                if (strneq (*p, MAKELEVEL_NAME ""="", MAKELEVEL_LENGTH+1))
                  {
                    *p = alloca (40);
                    sprintf (*p, ""%s=%u"", MAKELEVEL_NAME, makelevel);
",unused,makesources4.1-main.c
"                  }
                else if (strneq (*p, ""MAKE_RESTARTS="", CSTRLEN (""MAKE_RESTARTS="")))
                  {
                    *p = alloca (40);
                    sprintf (*p, ""MAKE_RESTARTS=%s%u"",
",1,unused,2362,unused,"                  }
                else if (strneq (*p, ""MAKE_RESTARTS="", CSTRLEN (""MAKE_RESTARTS="")))
                  {
                    *p = alloca (40);
                    sprintf (*p, ""MAKE_RESTARTS=%s%u"",
",unused,makesources4.1-main.c
"          /* If we didn't set the restarts variable yet, add it.  */
          if (restarts)
            {
              char *b = alloca (40);
              sprintf (b, ""MAKE_RESTARTS=%s%u"",
",1,unused,2385,unused,"          /* If we didn't set the restarts variable yet, add it.  */
          if (restarts)
            {
              char *b = alloca (40);
              sprintf (b, ""MAKE_RESTARTS=%s%u"",
",unused,makesources4.1-main.c
"                ADD_FLAG ("""", 0); /* Optional value omitted; see below.  */
              else
                {
                  char *buf = alloca (30);
                  sprintf (buf, ""%u"", *(unsigned int *) cs->value_ptr);
",1,unused,3091,unused,"                ADD_FLAG ("""", 0); /* Optional value omitted; see below.  */
              else
                {
                  char *buf = alloca (30);
                  sprintf (buf, ""%u"", *(unsigned int *) cs->value_ptr);
",unused,makesources4.1-main.c
"                ADD_FLAG ("""", 0); /* Optional value omitted; see below.  */
              else
                {
                  char *buf = alloca (100);
                  sprintf (buf, ""%g"", *(double *) cs->value_ptr);
",1,unused,3112,unused,"                ADD_FLAG ("""", 0); /* Optional value omitted; see below.  */
              else
                {
                  char *buf = alloca (100);
                  sprintf (buf, ""%g"", *(double *) cs->value_ptr);
",unused,makesources4.1-main.c
"      else
        {
          /* Long options require a double-dash.  */
          *p++ = '-';
          strcpy (p, flags->cs->long_name);
",1,unused,3180,unused,"      else
        {
          /* Long options require a double-dash.  */
          *p++ = '-';
          strcpy (p, flags->cs->long_name);
",unused,makesources4.1-main.c
"      /* Write a reference to $(MAKEOVERRIDES), which contains all the
         command-line variable definitions.  Separate the variables from the
         switches with a ""--"" arg.  */

      strcpy (p, "" -- "");
",1,unused,3223,unused,"      /* Write a reference to $(MAKEOVERRIDES), which contains all the
         command-line variable definitions.  Separate the variables from the
         switches with a ""--"" arg.  */

      strcpy (p, "" -- "");
",unused,makesources4.1-main.c
"    }

  if (makelevel == 0)
    if (starting_directory == 0)
      sprintf (p, fmt , program);
",1,unused,141,unused,"    }

  if (makelevel == 0)
    if (starting_directory == 0)
      sprintf (p, fmt , program);
",unused,makesources4.1-output.c
"  if (makelevel == 0)
    if (starting_directory == 0)
      sprintf (p, fmt , program);
    else
      sprintf (p, fmt, program, starting_directory);
",1,unused,143,unused,"  if (makelevel == 0)
    if (starting_directory == 0)
      sprintf (p, fmt , program);
    else
      sprintf (p, fmt, program, starting_directory);
",unused,makesources4.1-output.c
"      sprintf (p, fmt , program);
    else
      sprintf (p, fmt, program, starting_directory);
  else if (starting_directory == 0)
    sprintf (p, fmt, program, makelevel);
",1,unused,145,unused,"      sprintf (p, fmt , program);
    else
      sprintf (p, fmt, program, starting_directory);
  else if (starting_directory == 0)
    sprintf (p, fmt, program, makelevel);
",unused,makesources4.1-output.c
"      sprintf (p, fmt, program, starting_directory);
  else if (starting_directory == 0)
    sprintf (p, fmt, program, makelevel);
  else
    sprintf (p, fmt, program, makelevel, starting_directory);
",1,unused,147,unused,"      sprintf (p, fmt, program, starting_directory);
  else if (starting_directory == 0)
    sprintf (p, fmt, program, makelevel);
  else
    sprintf (p, fmt, program, makelevel, starting_directory);
",unused,makesources4.1-output.c
"#else
# define TEMPLATE_LEN   L_tmpnam
#endif
  *name = xmalloc (TEMPLATE_LEN + 1);
  strcpy (*name, template);
",1,unused,427,unused,"#else
# define TEMPLATE_LEN   L_tmpnam
#endif
  *name = xmalloc (TEMPLATE_LEN + 1);
  strcpy (*name, template);
",unused,makesources4.1-output.c
"
  if (prefix)
    {
      if (makelevel == 0)
        sprintf (p, ""%s: "", program);
",1,unused,624,unused,"
  if (prefix)
    {
      if (makelevel == 0)
        sprintf (p, ""%s: "", program);
",unused,makesources4.1-output.c
"    {
      if (makelevel == 0)
        sprintf (p, ""%s: "", program);
      else
        sprintf (p, ""%s[%u]: "", program, makelevel);
",1,unused,626,unused,"    {
      if (makelevel == 0)
        sprintf (p, ""%s: "", program);
      else
        sprintf (p, ""%s[%u]: "", program, makelevel);
",unused,makesources4.1-output.c
"  va_start (args, fmt);
  vsprintf (p, fmt, args);
  va_end (args);

  strcat (p, ""\n"");
",1,unused,634,unused,"  va_start (args, fmt);
  vsprintf (p, fmt, args);
  va_end (args);

  strcat (p, ""\n"");
",unused,makesources4.1-output.c
"          + INTSTR_LENGTH + 4 + 1 + 1);
  p = get_buffer (len);

  if (flocp && flocp->filenm)
    sprintf (p, ""%s:%lu: "", flocp->filenm, flocp->lineno);
",1,unused,654,unused,"          + INTSTR_LENGTH + 4 + 1 + 1);
  p = get_buffer (len);

  if (flocp && flocp->filenm)
    sprintf (p, ""%s:%lu: "", flocp->filenm, flocp->lineno);
",unused,makesources4.1-output.c
"
  if (flocp && flocp->filenm)
    sprintf (p, ""%s:%lu: "", flocp->filenm, flocp->lineno);
  else if (makelevel == 0)
    sprintf (p, ""%s: "", program);
",1,unused,656,unused,"
  if (flocp && flocp->filenm)
    sprintf (p, ""%s:%lu: "", flocp->filenm, flocp->lineno);
  else if (makelevel == 0)
    sprintf (p, ""%s: "", program);
",unused,makesources4.1-output.c
